Family,Kind,UnrealAsset,OriginalPackage,DurationSeconds,SampleCount,FrameRateNumerator,FrameRateDenominator,PlayRate,TimingContract
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_L,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_L,0.6,19,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_R,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_R,0.6,19,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_Start,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_Start,1.1333333,35,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Loop_L_Idle,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Loop_L_Idle,1.6666666,51,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Loop_R_Idle,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Loop_R_Idle,1.6666666,51,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_End,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_End,1.6666666,51,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_L,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_L,0.6,19,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_R,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_R,0.6,19,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_Start,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_Start,1.0,31,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Equip,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Equip,0.99999964,61,5555582,92593,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Equip_Turn_L,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Equip_Turn_L,1.1666662,71,4999982,83333,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Equip_Turn_R,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Equip_Turn_R,1.3666661,83,2411761,40196,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Stand_Peace,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Stand_Peace,2.3333333,71,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Turn_L_Peace,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Turn_L_Peace,1.0,31,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Turn_L_Peace_180,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Turn_L_Peace_180,2.1,64,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Turn_R_Peace,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Turn_R_Peace,1.0,31,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Turn_R_Peace_180,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Turn_R_Peace_180,2.1,64,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_UnEquip,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_UnEquip,1.0,31,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmirepBow_Basic_Talk_End_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmirepBow_Basic_Talk_End_01,2.2666667,69,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmirepBow_Basic_Talk_Loop_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmirepBow_Basic_Talk_Loop_01,9.833333,296,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpBow_DamageGrapple_Atk_B_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpBow_DamageGrapple_Atk_B_01,1.3333334,41,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpBow_DamageGrapple_Atk_B_02,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpBow_DamageGrapple_Atk_B_02,2.5,76,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_ChairSit_End_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_End_01,2.0,61,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_ChairSit_Loop_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_Loop_01,7.5333333,227,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_End_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_End_01,1.4,43,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_Guard_End_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_End_01,1.1666666,36,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_Guard_Loop_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_Loop_01,14.1,424,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_Loop_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Loop_01,16.666666,501,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_Search_Loop_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Search_Loop_01,12.0,361,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_Sit_End_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_End_01,2.5,76,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Basic_Sit_Loop_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_Loop_01,15.7,472,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Down,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Down,0.167,6,5000,167,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Land,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Land,0.89903337,28,2000869,66624,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Peak,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Peak,0.10000001,4,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Up,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Up,0.167,6,5000,167,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Down,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Down,0.167,6,5000,167,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Land,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Land,0.89903337,28,2000869,66624,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Peak,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Peak,0.10000001,4,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Up,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Up,0.167,6,5000,167,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageDown_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageDown_B,0.6666667,21,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageDown_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageDown_F,0.6666667,21,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageGrapple_Atk_01,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageGrapple_Atk_01,1.5,46,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageGrapple_Atk_02,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageGrapple_Atk_02,1.2,37,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_D_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_D_B,1.0132997,62,2527651,41988,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_D_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_D_F,0.7,22,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_L_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_L_F,0.7,22,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_R_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_R_F,0.7,22,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_U_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_U_B,1.0132997,62,2527651,41988,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_U_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_U_F,0.7,22,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_D_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_D_F,1.1,34,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_D_F_2,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_D_F_2,1.1,34,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_L_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_L_F,1.1,34,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_R_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_R_F,1.1,34,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_U_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_U_F,1.1,34,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_D_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_D_F,0.4,13,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_L_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_L_F,0.4,13,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_R_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_R_F,0.4,13,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_U_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_U_F,0.4,13,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_B,11.0,331,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_B_Wraith,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_B_Wraith,11.0,331,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_F,11.0,331,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_F_Wraith,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_F_Wraith,11.0,331,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Loop_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Loop_B,1.6,49,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Loop_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Loop_F,1.6,49,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Getup_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Getup_B,1.2333333,38,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Getup_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Getup_F,1.3,40,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Groggy_End,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_End,1.0666667,33,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Groggy_Loop,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_Loop,1.5,46,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Groggy_Start,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_Start,0.8333333,26,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Ground_Die_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Ground_Die_F,11.0,331,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Ground_Die_F_Wraith,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Ground_Die_F_Wraith,11.0,331,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_LockOnWalk_B,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_LockOnWalk_B,1.0,31,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
Archer,PlaybackClip,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_LockOnWalk_F,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_LockOnWalk_F,1.0,31,30,1,1.0,Source segment rates and active DilationCurve baked; play at 1x
