Family,SourceAsset,OriginalPackage,Decision,Reasons,CurrentReferencers,OriginalDirectConsumers,PlaybackAssets
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_End_03,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_End_03,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_End_03
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_End_04,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_End_04,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_End_04
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_End_05,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_End_05,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_End_05
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_End_06,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_End_06,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_End_06
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_Loop_01,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Loop_01
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_Loop_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_Loop_02,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Loop_02
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_Loop_03,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_Loop_03,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Loop_03
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_Loop_04,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_Loop_04,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Loop_04
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_Loop_05,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_Loop_05,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Loop_05
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Basic_Loop_06,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Basic_Loop_06,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Loop_06
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_NoBattle_Coward_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_NoBattle_Coward_Loop_01,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Basic_Coward_Loop_01
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Pierce_Step1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Pierce_Step1,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Pierce_Step1
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Pierce_Step2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Pierce_Step2,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Pierce_Step2
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Push_Kick,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Push_Kick,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Push_Kick
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Run_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Run_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_NormalMove:Properties.SampleData[2].Animation.ObjectPath,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Run_F
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Run_F_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Run_F_02,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_NormalMove_2:Properties.SampleData[2].Animation.ObjectPath,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Run_Peace_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Run_Peace_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_PeaceMove:Properties.SampleData[1].Animation.ObjectPath,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Run_Peace_F
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_RushAttack_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_RushAttack_End,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_RushAttack_End
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_RushAttack_Hit,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_RushAttack_Hit,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_RushAttack_Hit
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_RushAttack_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_RushAttack_Loop,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_RushAttack_Loop
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_RushAttack_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_RushAttack_Start,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_RushAttack_Start
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Slash_Step1,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Slash_Step1,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Slash_Step1
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Slash_Step2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Slash_Step2,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Slash_Step2
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Smash,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Smash,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Smash
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Stand_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Stand_F,RetainOriginal,CurrentProjectConsumer | OriginalDirectConsumerNotReplaced,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Blueprints/BP_EN_Swordsman_U01_L01 | /Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Blueprints/BP_EN_Swordsman_U01_L02 | /Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Blueprints/BP_EN_Swordsman_U02_L01 | /Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Blueprints/BP_EN_Swordsman_U02_L02,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Base_Setting/AP_EmpireSword:Properties.Idle.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Base_Setting/AP_EmpireSword:Properties.AnimMapIDToAsset[51].Value.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Base_Setting/AP_EmpireSword:Properties.AnimMapAssetToID[51].Key | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/HeinMach/AP_EmpireSword_Sick_Down_F:Properties.Idle.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/HeinMach/AP_EmpireSword_Sick_Down_F:Properties.AnimMapIDToAsset[4].Value.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/HeinMach/AP_EmpireSword_Sick_Down_F:Properties.AnimMapAssetToID[4].Key | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_LockOnMove:Properties.SampleData[0].Animation.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_NormalMove:Properties.SampleData[0].Animation.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_NormalMove_2:Properties.SampleData[0].Animation.ObjectPath,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Stand_F | /Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Push_Kick_Loop | /Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Push_Kick_Ready | /Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Stand_F_9c49ca6b
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Stand_Peace02_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Stand_Peace02_F,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Stand_Peace_F
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Stand_Peace_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Stand_Peace_F,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_PeaceMove:Properties.SampleData[2].Animation.ObjectPath,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_L,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_L
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_L_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_L_180,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_L_180
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_Peace02_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_Peace02_L,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_L_Peace
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_Peace02_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_Peace02_R,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_R_Peace
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_Peace_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_Peace_L,RetainOriginal,NoBakedPlaybackCoverage,,,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_Peace_L_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_Peace_L_180,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_L_Peace_180
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_Peace_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_Peace_R,RetainOriginal,NoBakedPlaybackCoverage,,,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_Peace_R_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_Peace_R_180,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_R_Peace_180
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_R,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_R
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Turn_R_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Turn_R_180,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Turn_R_180
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Walk_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Walk_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_NormalMove:Properties.SampleData[1].Animation.ObjectPath,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Walk_F
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Walk_F_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Walk_F_02,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_NormalMove_2:Properties.SampleData[1].Animation.ObjectPath,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Walk_Peace02_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Walk_Peace02_F,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Walk_Peace_F
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Walk_Peace_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Walk_Peace_F,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireSword/Moving/Move/BS_EmpireSword_PeaceMove:Properties.SampleData[0].Animation.ObjectPath,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_WatchOut,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_WatchOut,RetainOriginal,NoBakedPlaybackCoverage,,,
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Adult_M_EmpireSword_Vigilant_FreakOut_Equip,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_Human_Adult_M_EmpireSword_Vigilant_FreakOut_Equip,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Vigilant_FreakOut_Armed
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Adult_M_EmpireSword_Vigilant_FreakOut_UnEquip,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_Human_Adult_M_EmpireSword_Vigilant_FreakOut_UnEquip,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Vigilant_FreakOut_UnArmed
Swordsman,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Adult_M_EmpireSword_Vigilant_LookAround,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_Human_Adult_M_EmpireSword_Vigilant_LookAround,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSword_Vigilant_LookAround
SwordShield,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireSwordShield_Basic_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSwordShield/CA_M_EmpireSwordShield_Basic_End_01,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_Basic_End_01
SwordShield,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireSwordShield_Basic_End_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSwordShield/CA_M_EmpireSwordShield_Basic_End_02,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_Basic_End_02
SwordShield,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireSwordShield_Basic_End_03,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSwordShield/CA_M_EmpireSwordShield_Basic_End_03,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_Basic_End_03
SwordShield,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireSwordShield_Basic_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSwordShield/CA_M_EmpireSwordShield_Basic_Loop_01,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_Basic_Loop_01
SwordShield,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireSwordShield_Basic_Loop_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSwordShield/CA_M_EmpireSwordShield_Basic_Loop_02,DeleteBackingSource,,,,/Game/_Art/Enemies/HeinMach/Humanoids/SwordShield/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireSwordShield_Basic_Loop_02
